SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation,Member,MemberID,Source,FormationID,Polarity
48.57,3.301,13.1,14.76,,,0.228,5.82,9.99,2.57,0.84,0.808,30.0,174.0,43.0,347.0,496.0,14.0,245.0,257.0,58.0,29.9,22.0,30.0,152.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.78,3.69,12.92,14.43,,,0.203,3.72,8.74,2.64,1.3,0.57,8.0,22.0,38.0,427.0,478.0,30.0,241.0,255.0,53.0,28.0,27.0,6.0,155.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
48.5,3.39,13.07,14.71,,,0.215,5.81,10.18,2.64,0.69,0.812,26.0,171.0,40.0,356.0,512.0,10.0,250.0,254.0,57.0,29.8,20.0,34.0,150.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.37,3.58,12.78,14.77,,,0.213,4.22,8.53,2.65,1.33,0.563,4.0,25.0,37.0,414.0,460.0,33.0,230.0,253.0,51.0,29.2,26.0,12.0,154.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
48.6,3.35,13.19,14.36,,,0.219,6.09,10.07,2.58,0.78,0.768,28.0,180.0,44.0,349.0,494.0,13.0,247.0,249.0,55.0,29.4,18.0,26.0,149.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
48.59,3.349,13.21,14.24,,,0.222,6.03,10.3,2.62,0.66,0.776,25.0,176.0,40.0,358.0,493.0,10.0,248.0,248.0,56.0,28.4,23.0,32.0,149.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
53.31,3.19,13.52,12.98,,,0.199,3.32,6.89,3.38,2.45,0.77,0.5,12.0,30.0,265.0,2670.0,42.0,279.0,389.0,47.0,23.7,23.0,6.0,130.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.85,3.146,13.8,14.1,,,0.186,4.45,8.71,2.98,1.08,0.689,23.0,56.0,38.0,396.0,567.0,24.0,238.0,247.0,50.0,33.0,25.0,75.0,154.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
53.82,3.01,13.57,12.78,,,0.215,3.08,6.61,3.35,2.72,0.83,0.5,12.0,32.0,218.0,2925.0,44.0,277.0,417.0,48.0,23.0,25.0,14.0,139.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
56.19,2.975,14.33,10.68,,,0.167,2.17,6.49,3.5,2.61,0.912,14.0,23.0,30.0,217.0,3195.0,46.0,306.0,423.0,51.0,26.0,21.0,6.0,129.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.87,2.954,12.94,14.15,,,0.204,3.9,8.06,2.64,1.76,0.282,9.0,46.0,34.0,530.0,497.0,49.0,257.0,182.0,37.0,22.3,27.0,14.0,134.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
50.87,2.954,12.94,14.15,,,0.204,3.9,8.06,2.64,1.76,0.282,9.0,46.0,34.0,530.0,497.0,49.0,257.0,182.0,37.0,22.3,27.0,14.0,134.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
50.87,2.954,12.94,14.15,,,0.204,3.9,8.06,2.64,1.76,0.282,9.0,46.0,34.0,530.0,497.0,49.0,257.0,182.0,37.0,22.3,27.0,14.0,134.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
53.23,1.43,15.78,8.36,,,0.143,5.82,10.89,2.53,0.68,0.175,26.0,125.0,35.0,223.0,438.0,15.0,261.0,137.0,27.0,14.5,21.0,52.0,84.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
53.62,1.402,15.77,8.21,,,0.157,6.36,11.05,2.64,0.7,0.175,42.0,161.0,36.0,242.0,330.0,14.0,258.0,130.0,35.0,14.9,19.0,65.0,89.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
53.86,1.367,15.64,8.29,,,0.156,6.36,11.33,2.63,0.74,0.166,45.0,172.0,37.0,230.0,298.0,17.0,247.0,125.0,25.0,13.7,19.0,65.0,85.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
57.02,2.73,14.34,10.61,,,0.156,1.51,5.7,3.86,2.98,1.1,0.5,0.2,31.0,146.0,3758.0,50.0,290.0,491.0,55.0,25.9,22.0,0.5,148.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
47.98,3.703,11.54,17.69,,,0.288,4.18,8.76,2.7,1.34,1.824,13.0,32.0,41.0,210.0,870.0,25.0,237.0,483.0,110.0,56.2,24.0,8.0,224.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
56.16,2.87,14.55,9.97,,,0.216,1.89,6.62,3.76,2.93,1.03,1.0,11.0,30.0,155.0,3785.0,48.0,297.0,482.0,58.0,25.5,23.0,11.0,139.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
57.59,2.678,14.65,10.16,,,0.107,1.51,5.67,3.6,2.96,1.073,6.0,16.0,31.0,143.0,3756.0,48.0,294.0,475.0,50.0,27.5,23.0,5.0,127.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
53.83,3.19,13.82,12.45,,,0.208,2.9,6.89,3.43,2.48,0.8,0.5,15.0,33.0,250.0,2855.0,43.0,286.0,417.0,49.0,23.3,25.0,5.0,138.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
55.35,2.589,13.82,11.91,,,0.162,2.29,6.27,3.78,2.81,1.03,0.5,14.0,31.0,139.0,3641.0,36.0,289.0,464.0,52.0,25.7,22.0,0.5,133.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
47.85,3.809,11.83,16.99,,,0.28,4.32,9.06,2.71,1.28,1.859,8.0,29.0,43.0,207.0,816.0,23.0,248.0,460.0,107.0,55.3,25.0,4.0,222.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
55.45,2.7,13.77,11.98,,,0.172,2.33,6.27,3.69,2.65,0.98,0.5,10.0,31.0,153.0,3475.0,39.0,283.0,452.0,51.0,24.0,22.0,2.0,134.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.03,3.43,15.04,10.83,,,0.155,2.59,6.96,3.79,2.27,0.9,1.0,13.0,32.0,256.0,3337.0,24.0,306.0,449.0,55.0,25.6,25.0,7.0,152.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.72,2.67,13.63,12.12,,,0.195,2.73,6.51,3.56,2.89,0.97,0.5,8.0,30.0,147.0,3401.0,50.0,282.0,449.0,51.0,24.2,21.0,7.0,132.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
55.52,2.64,13.98,11.96,,,0.196,2.26,5.75,3.89,2.77,1.04,0.5,13.0,27.0,133.0,3808.0,51.0,282.0,447.0,87.0,25.3,23.0,8.0,147.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
55.27,2.689,14.01,11.96,,,0.229,2.35,6.45,3.26,2.8,0.99,2.0,13.0,28.0,171.0,3432.0,48.0,288.0,444.0,51.0,27.2,22.0,6.0,128.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.5,2.81,13.8,12.32,,,0.32,2.59,6.48,3.41,2.82,0.96,2.0,12.0,27.0,168.0,3513.0,45.0,288.0,442.0,52.0,24.9,25.0,2.0,135.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
55.23,2.604,13.74,12.13,,,0.185,2.64,5.93,3.78,2.76,1.01,0.5,19.0,26.0,135.0,3513.0,47.0,268.0,439.0,51.0,23.7,21.0,2.0,137.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.6,2.99,13.65,12.38,,,0.175,2.75,6.51,3.66,2.45,0.83,0.5,13.0,29.0,214.0,2965.0,42.0,272.0,431.0,48.0,23.9,22.0,5.0,132.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.02,2.91,13.77,13.04,,,0.17,2.61,6.62,3.57,2.39,0.9,0.5,14.0,28.0,189.0,3164.0,46.0,287.0,430.0,50.0,25.1,22.0,4.0,132.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
57.07,2.939,15.08,8.87,,,0.158,1.82,6.65,3.3,3.03,1.084,9.0,15.0,31.0,197.0,3770.0,48.0,311.0,460.0,55.0,27.5,22.0,4.0,137.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
48.4,3.376,13.35,14.28,,,0.211,6.07,10.42,2.62,0.51,0.767,33.0,181.0,44.0,360.0,496.0,5.0,253.0,246.0,55.0,28.4,25.0,37.0,147.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.43,3.505,13.23,14.36,,,0.206,4.02,8.7,2.6,1.4,0.555,14.0,41.0,33.0,399.0,573.0,32.0,243.0,246.0,50.0,29.0,24.0,48.0,159.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
49.99,3.094,13.46,14.58,,,0.239,5.04,9.14,2.7,1.08,0.687,25.0,53.0,39.0,396.0,586.0,22.0,233.0,244.0,51.0,31.0,21.0,38.0,144.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.18,1.514,16.0,9.91,,,0.165,8.03,11.11,2.42,0.47,0.199,118.0,258.0,34.0,264.0,232.0,8.0,247.0,116.0,25.0,11.0,21.0,79.0,83.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.3,1.434,16.22,8.82,,,0.154,7.89,11.13,2.29,0.57,0.195,139.0,272.0,32.0,238.0,236.0,12.0,262.0,114.0,25.0,11.5,19.0,93.0,87.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.84,1.409,15.95,9.79,,,0.148,7.65,11.17,2.41,0.45,0.182,108.0,271.0,34.0,253.0,288.0,8.0,251.0,111.0,24.0,10.7,18.0,82.0,81.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.41,1.39,16.2,9.56,,,0.16,8.14,11.1,2.36,0.5,0.177,129.0,281.0,36.0,248.0,235.0,8.0,249.0,110.0,25.0,9.0,15.0,106.0,94.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.15,1.75,15.76,10.4,,,0.154,6.98,11.52,2.52,0.35,0.41,68.0,293.0,42.0,253.0,335.0,6.0,272.0,110.0,25.0,12.8,19.0,41.0,98.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.29,1.399,16.3,9.52,,,0.158,8.34,11.07,2.27,0.48,0.174,135.0,278.0,38.0,242.0,224.0,8.0,246.0,109.0,22.0,10.0,16.0,100.0,96.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.25,1.406,16.26,9.49,,,0.154,8.24,11.14,2.38,0.51,0.173,126.0,279.0,34.0,243.0,220.0,7.0,246.0,109.0,24.0,10.0,17.0,104.0,90.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.57,1.403,16.19,9.8,,,0.159,7.67,11.26,2.38,0.38,0.18,112.0,286.0,32.0,250.0,231.0,7.0,249.0,107.0,23.0,10.7,16.0,73.0,84.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.88,1.455,16.14,8.91,,,0.159,8.2,11.27,2.3,0.52,0.175,121.0,289.0,31.0,256.0,172.0,10.0,241.0,107.0,25.0,9.7,17.0,93.0,82.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.2,1.362,16.31,9.45,,,0.156,8.41,11.14,2.29,0.51,0.169,133.0,280.0,35.0,233.0,203.0,10.0,246.0,104.0,21.0,9.0,17.0,87.0,74.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
49.55,1.812,15.42,10.71,,,0.169,7.75,11.21,2.54,0.39,0.443,70.0,280.0,31.0,240.0,649.0,10.0,269.0,117.0,27.0,15.3,21.0,55.0,93.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.3259,3.1462,12.9391,,,15.8011,0.1991,3.8527,7.7754,2.9621,1.421,0.5804,14.2118,20.0,34.7,453.0,611.0,,307.0,197.0,40.0,,,23.5776,146.1107,,24.8,48.0,4.1,,SaddleMountains,Undifferentiated,47,OWRD,5.0,
54.37,3.07,14.45,12.0,,,0.129,2.01,7.33,3.08,1.98,1.58,,,,,3131.0,50.0,318.0,495.0,77.0,42.0,23.0,23.0,156.0,,,,,,SaddleMountains,Eden,47,Hooper,5.0,
53.11,2.88,13.5,12.93,,,0.209,2.95,7.68,2.88,2.35,1.53,,,,,2058.0,49.0,272.0,470.0,70.0,40.0,20.0,20.0,160.0,,,,,,SaddleMountains,Eden,47,Hooper,5.0,
52.3,2.79,13.03,13.82,,,0.24,3.6,7.53,2.88,2.34,1.48,,,,,1849.0,48.0,253.0,453.0,65.0,40.0,24.0,17.0,156.0,,,,,,SaddleMountains,Eden,47,Hooper,5.0,
49.52,2.91,12.79,,10.46,3.45,0.23,4.05,,2.64,1.2,0.56,,,,389.0,,,,,41.0,,,,,,,,,0.5,Wanapum,Undifferentiated,47,USGSGroundwaterSites,4.0,
50.25,3.88,13.34,15.12,,,0.3,3.98,9.52,2.26,0.46,0.89,0.5,24.0,36.0,426.0,317.0,13.0,245.0,264.0,61.0,27.5,23.0,7.0,147.0,,,,,,Wanapum,Undifferentiated,47,Reidel2002,4.0,
54.73,2.647,14.3,11.59,,,0.251,2.93,7.13,3.7,1.71,1.01,1.0,3.0,39.0,173.0,1156.0,28.0,356.0,257.0,70.0,22.4,24.0,11.0,171.0,,,,,,Wanapum,Undifferentiated,47,Reidel2002,4.0,
54.53,2.494,13.46,13.16,,,0.269,2.85,6.88,3.57,1.82,0.976,0.5,5.0,37.0,159.0,1070.0,38.0,339.0,249.0,65.0,23.1,22.0,12.0,166.0,,,,,,Wanapum,Undifferentiated,47,Reidel2002,4.0,
55.04,2.466,13.29,13.23,,,0.226,2.74,6.54,3.62,1.91,0.949,0.5,6.0,38.0,154.0,1015.0,50.0,328.0,248.0,65.0,23.1,24.0,9.0,157.0,,,,,,Wanapum,Undifferentiated,47,Reidel2002,4.0,
55.32,2.496,13.38,12.37,,,0.229,2.89,6.8,3.67,1.9,0.95,0.5,6.0,39.0,160.0,1021.0,44.0,327.0,245.0,66.0,21.7,24.0,5.0,159.0,,,,,,Wanapum,Undifferentiated,47,Reidel2002,4.0,
55.04,2.517,13.45,13.23,,,0.248,2.62,6.42,3.64,1.89,0.948,0.5,5.0,39.0,163.0,1040.0,49.0,331.0,244.0,66.0,22.7,23.0,12.0,168.0,,,,,,Wanapum,Undifferentiated,47,Reidel2002,4.0,
51.3259,3.1462,12.9391,,,15.8011,0.1991,3.8527,7.7754,2.9621,1.421,0.5804,14.2118,20.0,34.7,453.0,611.0,,307.0,197.0,40.0,,,23.5776,146.1107,,24.8,48.0,4.1,,SaddleMountains,Undifferentiated,47,OWRD,5.0,
53.2,1.635,14.51,10.61,,,0.175,6.9,10.43,2.48,0.73,0.229,40.0,99.0,27.0,278.0,245.0,16.0,228.0,135.0,29.0,14.4,19.0,49.0,97.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
53.02,1.693,15.28,9.3,,,0.176,5.34,11.86,2.36,0.73,0.234,41.0,112.0,38.0,295.0,620.0,19.0,240.0,136.0,30.0,15.5,20.0,55.0,94.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.9,1.606,14.51,10.41,,,0.168,6.41,9.93,2.53,0.81,0.24,36.0,93.0,25.0,266.0,277.0,21.0,234.0,138.0,31.0,13.3,20.0,47.0,95.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.54,3.5,13.59,13.14,,,0.187,3.33,10.38,2.73,1.06,0.543,2.0,26.0,41.0,401.0,2107.0,27.0,317.0,240.0,48.0,27.5,24.0,8.0,148.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
52.55,3.622,13.48,12.89,,,0.202,3.93,8.94,2.54,1.27,0.566,17.0,31.0,41.0,425.0,488.0,33.0,247.0,240.0,53.0,28.5,22.0,19.0,150.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.62,3.48,12.98,14.59,,,0.212,4.33,8.52,2.54,1.19,0.538,14.0,41.0,33.0,386.0,448.0,34.0,231.0,240.0,48.0,29.0,19.0,31.0,155.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.51,3.381,13.18,14.79,,,0.219,4.13,8.53,2.43,1.28,0.53,10.0,34.0,33.0,398.0,452.0,32.0,234.0,238.0,46.0,28.0,23.0,41.0,161.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.59,3.538,13.2,14.69,,,0.208,3.93,8.65,2.53,1.11,0.55,12.0,34.0,35.0,418.0,426.0,31.0,239.0,236.0,50.0,28.7,20.0,13.0,148.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
52.14,3.484,12.86,14.7,,,0.215,4.1,8.56,2.26,1.12,0.552,11.0,21.0,34.0,393.0,471.0,31.0,235.0,234.0,53.0,29.4,22.0,7.0,147.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.6,1.875,14.63,11.06,,,0.17,4.34,8.41,2.71,1.71,0.502,29.0,36.0,33.0,278.0,878.0,40.0,283.0,228.0,44.0,20.4,22.0,22.0,119.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
55.2,1.863,14.67,10.46,,,0.157,4.28,8.29,2.79,1.74,0.538,32.0,42.0,33.0,267.0,833.0,40.0,277.0,224.0,43.0,19.7,20.0,19.0,117.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.37,1.895,14.29,11.48,,,0.191,4.32,8.41,2.65,1.88,0.517,29.0,32.0,31.0,270.0,869.0,39.0,277.0,222.0,43.0,19.9,21.0,20.0,116.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
53.81,3.083,13.09,13.61,,,0.192,3.81,7.54,3.02,1.71,0.408,0.5,14.0,21.0,365.0,591.0,44.0,257.0,212.0,43.0,24.8,23.0,14.0,303.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.4,3.026,13.26,13.34,,,0.188,3.84,7.62,3.0,1.65,0.408,3.0,13.0,19.0,347.0,576.0,47.0,258.0,208.0,40.0,24.8,24.0,9.0,128.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.65,2.098,14.29,10.96,,,0.185,4.72,8.57,2.66,1.54,0.328,20.0,58.0,31.0,295.0,675.0,46.0,228.0,200.0,43.0,23.0,24.0,56.0,119.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.42,2.07,14.05,11.58,,,0.188,4.73,8.46,2.82,1.37,0.305,20.0,51.0,31.0,298.0,472.0,45.0,226.0,198.0,40.0,22.0,24.0,47.0,113.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.69,2.068,14.02,11.58,,,0.166,4.83,8.16,2.71,1.47,0.312,18.0,45.0,30.0,295.0,386.0,44.0,210.0,193.0,41.0,24.7,22.0,29.0,104.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.26,2.682,13.94,12.84,,,0.215,5.43,9.1,2.89,1.05,0.601,29.0,76.0,37.0,347.0,527.0,25.0,315.0,190.0,42.0,26.5,27.0,17.0,124.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.09,2.742,13.79,13.24,,,0.214,5.27,9.11,2.83,1.1,0.614,25.0,72.0,39.0,352.0,528.0,32.0,323.0,190.0,43.0,24.6,22.0,16.0,119.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.14,3.27,14.09,12.75,,,0.221,4.19,9.87,2.61,1.05,0.8,34.0,105.0,41.0,376.0,1392.0,29.0,324.0,181.0,46.0,18.5,23.0,43.0,142.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.48,2.943,14.03,13.17,,,0.213,4.4,8.8,2.79,1.5,0.669,17.0,25.0,28.0,320.0,525.0,33.0,355.0,178.0,38.0,31.2,23.0,7.0,130.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
49.53,2.537,14.38,10.94,,,0.229,6.61,12.25,2.42,0.48,0.615,73.0,252.0,41.0,318.0,399.0,9.0,241.0,177.0,43.0,22.5,18.0,57.0,117.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
52.46,2.491,14.27,11.47,,,0.19,5.26,9.67,2.83,0.9,0.455,23.0,47.0,34.0,334.0,731.0,24.0,266.0,173.0,38.0,22.0,20.0,67.0,124.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.79,2.409,14.01,12.4,,,0.209,5.59,9.46,2.66,1.02,0.453,20.0,50.0,32.0,317.0,470.0,24.0,257.0,169.0,35.0,21.0,23.0,52.0,116.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
51.79,2.444,14.22,12.07,,,0.219,5.3,9.78,2.71,1.01,0.448,24.0,48.0,34.0,313.0,425.0,25.0,257.0,168.0,35.0,21.0,18.0,57.0,125.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
54.39,1.694,14.19,10.9,,,0.192,4.7,8.68,3.01,1.15,0.287,15.0,50.0,36.0,301.0,500.0,33.0,308.0,157.0,34.0,13.6,19.0,28.0,112.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2002,5.0,
50.93,2.938,12.96,14.2,,,0.192,3.99,8.03,2.74,1.68,0.297,6.0,40.0,32.0,512.0,441.0,47.0,255.0,183.0,38.0,22.9,25.0,15.0,132.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
50.93,2.938,12.96,14.2,,,0.192,3.99,8.03,2.74,1.68,0.297,6.0,40.0,32.0,512.0,441.0,47.0,255.0,183.0,38.0,22.9,25.0,15.0,132.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
52.98,3.016,13.35,12.24,,,0.188,3.56,8.29,2.71,1.7,0.297,15.0,38.0,29.0,534.0,628.0,51.0,269.0,187.0,39.0,21.3,22.0,18.0,139.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
52.98,3.016,13.35,12.24,,,0.188,3.56,8.29,2.71,1.7,0.297,15.0,38.0,29.0,534.0,628.0,51.0,269.0,187.0,39.0,21.3,22.0,18.0,139.0,,,,,,SaddleMountains,Undifferentiated,47,Reidel2013,5.0,
51.65,2.949,13.53,13.97,,,0.243,4.27,8.35,2.85,1.49,0.424,33.0,42.0,32.0,374.0,650.0,29.0,288.0,255.0,50.0,27.1,25.0,36.0,140.0,10.0,21.0,83.0,2.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
51.87,2.992,13.47,13.77,,,0.221,4.36,8.42,2.75,1.46,0.417,34.0,34.0,30.0,366.0,704.0,29.0,287.0,255.0,49.0,27.0,24.0,46.0,139.0,8.0,28.0,74.0,3.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
53.45,3.008,13.38,13.83,,,0.188,3.34,7.05,3.12,1.83,0.532,17.0,21.0,27.0,329.0,766.0,48.0,275.0,254.0,45.0,26.4,26.0,26.0,132.0,11.0,59.0,70.0,10.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
52.34,2.999,13.59,12.92,,,0.225,4.44,8.43,2.85,1.51,0.431,31.0,33.0,38.0,368.0,674.0,29.0,292.0,253.0,45.0,26.2,24.0,35.0,139.0,6.0,55.0,75.0,4.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
52.25,2.987,13.53,13.1,,,0.21,4.39,8.38,2.88,1.58,0.432,29.0,36.0,33.0,381.0,670.0,26.0,286.0,253.0,47.0,26.3,21.0,13.0,132.0,6.0,26.0,61.0,0.1,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
51.35,2.973,13.49,14.07,,,0.219,4.59,8.37,2.83,1.41,0.43,30.0,37.0,32.0,388.0,645.0,30.0,284.0,253.0,48.0,25.4,23.0,29.0,133.0,9.0,32.0,81.0,3.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
52.14,2.989,13.45,14.16,,,0.393,3.54,8.44,2.76,1.43,0.426,33.0,34.0,33.0,403.0,742.0,30.0,294.0,253.0,49.0,24.3,22.0,33.0,136.0,12.0,42.0,75.0,3.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
51.68,2.943,13.36,13.97,,,0.217,4.47,8.32,2.87,1.48,0.43,30.0,34.0,36.0,386.0,664.0,30.0,283.0,253.0,48.0,25.5,23.0,34.0,137.0,2.0,31.0,52.0,3.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
53.06,2.949,13.27,13.65,,,0.206,3.78,7.41,2.96,1.92,0.529,18.0,24.0,25.0,332.0,782.0,48.0,277.0,253.0,46.0,26.5,22.0,24.0,135.0,12.0,40.0,73.0,6.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
51.35,2.969,13.28,14.36,,,0.222,4.4,8.39,2.85,1.51,0.417,31.0,35.0,31.0,368.0,658.0,32.0,288.0,252.0,48.0,25.9,22.0,37.0,138.0,7.0,15.0,63.0,4.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
51.92,3.024,13.9,13.07,,,0.222,4.39,8.53,2.75,1.49,0.439,31.0,39.0,38.0,376.0,742.0,28.0,293.0,255.0,49.0,25.9,23.0,45.0,146.0,9.0,32.0,79.0,2.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
52.29,2.941,13.13,14.84,,,0.216,3.51,7.44,3.08,1.75,0.532,18.0,21.0,32.0,312.0,710.0,40.0,273.0,252.0,46.0,26.8,23.0,25.0,129.0,11.0,45.0,70.0,11.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
50.98,2.941,13.31,15.37,,,0.246,3.98,8.26,2.8,1.43,0.421,29.0,34.0,30.0,378.0,640.0,28.0,287.0,251.0,49.0,25.8,24.0,33.0,129.0,10.0,47.0,83.0,2.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
51.58,2.934,13.41,14.64,,,0.336,3.83,8.31,2.86,1.41,0.432,35.0,36.0,29.0,359.0,629.0,26.0,282.0,250.0,49.0,26.2,23.0,45.0,137.0,7.0,29.0,73.0,3.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
54.99,3.759,14.76,9.39,,,0.124,3.02,8.2,2.96,2.02,0.443,16.0,40.0,36.0,468.0,1090.0,52.0,300.0,247.0,56.0,26.4,27.0,15.0,164.0,11.0,33.0,71.0,2.0,,SaddleMountains,SwampCreek,47,WolffDatabase,5.0,
54.29,3.057,14.52,12.6,,,0.175,3.62,6.99,2.65,1.48,0.364,24.0,40.0,28.0,373.0,697.0,41.0,244.0,237.0,41.0,24.0,23.0,22.0,122.0,7.0,34.0,50.0,8.0,,SaddleMountains,Craigmont,47,WolffDatabase,5.0,
51.88,3.352,13.17,13.99,,,0.204,4.11,8.04,2.83,1.76,0.398,31.0,47.0,29.0,434.0,627.0,47.0,261.0,222.0,44.0,25.3,24.0,34.0,134.0,5.0,38.0,69.0,7.0,,SaddleMountains,SwampCreek,47,WolffDatabase,5.0,
